Timestamp,Water Consumption (gallons)
2023-10-17 20:43:03,1.5187535353260484
2023-10-17 20:43:03,1.8739315374709067
2023-10-17 20:43:03,0.35209836522172444
2023-10-17 20:43:03,0.9214728680958547
2023-10-17 20:43:03,0.5615364774597292
2023-10-17 20:43:03,1.9698959102077942
2023-10-17 20:43:03,1.2426684960205883
2023-10-17 20:43:03,1.1659796701832261
2023-10-17 20:43:03,1.537615915567149
2023-10-17 20:43:03,1.0964554959983086
2023-10-17 20:43:03,1.0487722221576163
2023-10-17 20:43:03,1.8662430708706426
2023-10-17 20:43:03,1.2357802877024189
2023-10-17 20:43:03,0.12909291385239827
2023-10-17 20:43:03,0.19554340590160832
2023-10-17 20:43:03,0.6350897509582304
2023-10-17 20:43:03,1.8726795333229627
2023-10-17 20:43:03,0.9253088083754529
2023-10-17 20:43:03,0.4636428267623408
2023-10-17 20:43:03,1.3283748316666268
2023-10-17 20:43:03,1.2311760875241915
2023-10-17 20:43:03,1.7421880040831286
2023-10-17 20:43:03,0.4018585288147728
2023-10-17 20:43:03,0.28253232631937264
2023-10-17 20:43:03,0.6227136440759744
2023-10-17 20:43:03,0.6197065080182402
2023-10-17 20:43:03,0.17246953338111676
2023-10-17 20:43:03,1.4348400429516646
2023-10-17 20:43:03,1.6095284139760002
2023-10-17 20:43:03,1.1044545671081647
2023-10-17 20:43:03,1.8237221100490866
2023-10-17 20:43:03,0.5586537473849894
2023-10-17 20:43:03,1.8920513276612962
2023-10-17 20:43:03,1.3882734221007391
2023-10-17 20:43:03,1.9961387807684978
2023-10-17 20:43:03,1.6095707831132506
2023-10-17 20:43:03,0.9443591661870978
2023-10-17 20:43:03,0.5090498222192825
2023-10-17 20:43:03,0.6670540191505029
2023-10-17 20:43:03,0.2873073866120681
2023-10-17 20:43:03,0.6605612023665793
2023-10-17 20:43:03,0.13668411370447747
2023-10-17 20:43:03,1.2082081072941926
2023-10-17 20:43:03,1.080134883310171
2023-10-17 20:43:03,1.7404450822208928
2023-10-17 20:43:03,1.2500484781242966
2023-10-17 20:43:03,0.4912658867442409
2023-10-17 20:43:03,0.6448118765202869
2023-10-17 20:43:03,0.4441644002170102
2023-10-17 20:43:03,1.1111862125519583
2023-10-17 20:43:03,1.7083484162562068
2023-10-17 20:43:03,0.6257765978082868
2023-10-17 20:43:03,0.3173196040945342
2023-10-17 20:43:03,1.8887009706280367
2023-10-17 20:43:03,0.705462352664667
2023-10-17 20:43:03,0.8220807890587895
2023-10-17 20:43:03,1.9118084798296988
2023-10-17 20:43:03,1.2098555574816825
2023-10-17 20:43:03,0.9860591313962848
2023-10-17 20:43:03,1.3973312377914833
2023-10-17 20:43:03,1.2217496168347732
2023-10-17 20:43:03,0.3701473258051039
2023-10-17 20:43:03,1.3437295565242646
2023-10-17 20:43:03,1.1563114052801247
2023-10-17 20:43:03,1.0049726621041473
2023-10-17 20:43:03,0.3652087731143282
2023-10-17 20:43:03,1.8548121454541073
2023-10-17 20:43:03,1.272852750309993
2023-10-17 20:43:03,1.199627181291831
2023-10-17 20:43:03,0.36324321821277783
2023-10-17 20:43:03,0.5174050311676857
2023-10-17 20:43:03,1.7811420346728988
2023-10-17 20:43:03,1.1172097857969963
2023-10-17 20:43:03,1.3745467816810464
2023-10-17 20:43:03,0.8877753414004659
2023-10-17 20:43:03,1.8388550992121175
2023-10-17 20:43:03,0.5123577180006819
2023-10-17 20:43:03,1.1727681695032075
2023-10-17 20:43:03,1.0331489628648378
2023-10-17 20:43:03,1.8218812359796317
2023-10-17 20:43:03,0.6905568483071972
2023-10-17 20:43:03,0.8514314530267231
2023-10-17 20:43:03,0.7337403481230479
2023-10-17 20:43:03,1.6976553656664797
2023-10-17 20:43:03,0.9467742006685477
2023-10-17 20:43:03,0.5847344907401925
2023-10-17 20:43:03,1.6422769356261802
2023-10-17 20:43:03,1.8877308946539837
2023-10-17 20:43:03,1.602667008374982
2023-10-17 20:43:03,1.5042728549130484
2023-10-17 20:43:03,0.1861392937084792
2023-10-17 20:43:03,1.2757636641253973
2023-10-17 20:43:03,1.0360085155059642
2023-10-17 20:43:03,1.0130114005676418
2023-10-17 20:43:03,0.10076805680193952
2023-10-17 20:43:03,1.4888027012770786
2023-10-17 20:43:03,0.44015361528764485
2023-10-17 20:43:03,1.7431751127047506
2023-10-17 20:43:03,0.4184970102691097
2023-10-17 20:43:03,0.5449264483075711
